Home,Level,BOM Line,Item Description,Quantity,Item Type,QTY., UNIT PRICE , totPRICE , subtotal , PO , VENDOR ,Rule configured by,Item Rev Status,Find No.,Make/Buy,Unit Of Measure,Reference Designator,All Notes,VOC - Variant Occ. Config'd,HCVD - Has Classic Variant Data,Variant Conditions,EOC - Effective Occ. Config'd,Occurrence Effectivity ID,Item Revision Checked-Out,Has Active Markup,PDLC,DOCINT,DOCPDLC
815,3,BOM_RPR595100362/000 x 4400,HILTI STUD X-BT-MR M10/15 SN 8,4400,BOM,4400,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2640,,EACH,,,Y,False,,True,,,False,,,
816,3,BOM_RPR595100366/000 x 4400,CARTRIDGE 6.8/11 M BROWN HIGH PRECISION (412689),4400,BOM,4400,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2650,,EACH,,,Y,False,,True,,,False,,,
817,3,BOM_RPR595100365/000 x 5,STEPPED DRILL BIT TX-BT 4.7/7-80 (2197930),5,BOM,5,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2660,,EACH,,,Y,False,,True,,,False,,,
818,3,BOM_RPO574442722/000 x 10,INSULATION PAD (ONE M2),10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2670,,EACH,,,Y,False,,True,,,False,,,
819,3,BOM_RTR330290600/000 x 250,BULLONERIA PER SUPPORTI ELETTRICI,250,BOM,250,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2680,,EACH,,,Y,False,,True,,,False,,,
820,3,BOM_RTR332050600/000 x 2100,KIT M8X30 EXAGONAL SCREW WITH PLANE WASHER AND NUT FOR CHANNEL WITH SPRING,2100,BOM,2100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2690,,EACH,,,Y,False,,True,,,False,,,
821,3,BOM_RPO574441113/000 x 2,"REDUCING TEE H=4, R=12, W1=24, W2=6",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2700,,EACH,,,Y,False,,True,,,False,,,
822,3,BOM_RPO574440431/000 x 2,"30 HORIZONTAL ELBOW H=6,W=30,R=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2710,,EACH,,,Y,False,,True,,,False,,,
823,3,BOM_RPR371270600/000 x 4,UR1 SINGLE BRACKET PLATE L=200MM (TRAYS 150MM),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2720,,EACH,,,Y,False,,True,,,False,,,
824,3,BOM_RPR371390600/000 x 6,"L PLATE FOR PROFILES CONNECTION, AISI316L",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2730,,EACH,,,Y,False,,True,,,False,,,
825,3,BOM_RPR595120656/000 x 4,60 UR1 DOUBLE BRACKET L=450(500),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2740,,EACH,,,Y,False,,True,,,False,,,
826,3,BOM_RPR595120679/000 x 1,DIAM 480 DOUBLE BRACKET L=650,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2750,,EACH,,,Y,False,,True,,,False,,,
827,3,BOM_RPR595120678/000 x 1,DIAM 480 DOUBLE BRACKET L=450,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2760,,EACH,,,Y,False,,True,,,False,,,
828,3,BOM_RPR595120692/000 x 1,DIAM 480 SINGLE BRACKET L=600 (VERTICAL ROUTING),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2790,,EACH,,,Y,False,,True,,,False,,,
829,3,BOM_RPR595120715/001 x 220,SUPPORT 23-UR1/40X80 WITH 6 HOLES WELDED FOR CHANNEL SYSTEM DUOBLE PROFILE 40X80,220,BOM,220,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2800,,EACH,,,Y,False,,True,,,False,,,
830,3,BOM_RPR595120717/001 x 60,PLATE L63-UR1 REINFORCED HEAD CONNECTION,60,BOM,60,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2810,,EACH,,,Y,False,,True,,,False,,,
831,3,BOM_RPR595120718/001 x 6,SINGLE BRACKET L=75(125),6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2820,,EACH,,,Y,False,,True,,,False,,,
832,3,BOM_RPR595120719/001 x 3,SINGLE BRACKET L=250(300),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2830,,EACH,,,Y,False,,True,,,False,,,
833,3,BOM_RPR595120725/000 x 1,SINGLE BRACKET L=275(325),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2840,,EACH,,,Y,False,,True,,,False,,,
834,3,BOM_RPR595120726/000 x 1,SINGLE BRACKET L=425(475),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2850,,EACH,,,Y,False,,True,,,False,,,
835,3,BOM_RPR595120727/000 x 3,DOUBLE BRACKET L=200(250),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2860,,EACH,,,Y,False,,True,,,False,,,
836,3,BOM_RPR595120728/000 x 62,DOUBLE BRACKET L=350(400),62,BOM,62,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2870,,EACH,,,Y,False,,True,,,False,,,
837,3,BOM_RPR595120729/000 x 13,DOUBLE BRACKET L=475(525),13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2880,,EACH,,,Y,False,,True,,,False,,,
838,3,BOM_RPR595120730/000 x 3,DIAM 273 SINGLE BRACKET L=500,3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2890,,EACH,,,Y,False,,True,,,False,,,
839,3,BOM_RPR595120731/000 x 1,DIAM 500 SINGLE BRACKET L=300 (VERTICAL ROUTING),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2900,,EACH,,,Y,False,,True,,,False,,,
840,3,BOM_RPR595120732/000 x 5,DIAM 500 SINGLE BRACKET L=400 (VERTICAL ROUTING),5,BOM,5,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2910,,EACH,,,Y,False,,True,,,False,,,
841,3,BOM_RPR595120733/000 x 2,DIAM 500 SINGLE BRACKET L=500 (VERTICAL ROUTING),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2920,,EACH,,,Y,False,,True,,,False,,,
842,3,BOM_RPR595120734/000 x 1,DIAM 500 DOUBLE BRACKET L=700,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2930,,EACH,,,Y,False,,True,,,False,,,
843,3,BOM_RPR595120735/000 x 1,DIAM 500 DOUBLE BRACKET L=800,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2940,,EACH,,,Y,False,,True,,,False,,,
844,3,BOM_RPR595120736/000 x 1,DIAM 480 DOUBLE BRACKET L=700,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2950,,EACH,,,Y,False,,True,,,False,,,
845,3,BOM_RPR595120738/000 x 2,SINGLE BRACKET WITH 4 HOLES L=250MM,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2960,,EACH,,,Y,False,,True,,,False,,,
846,3,BOM_RPR595120739/000 x 6,SINGLE BRACKET WITH 4 HOLES L=350MM,6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2970,,EACH,,,Y,False,,True,,,False,,,
847,3,BOM_RPR595120741/000 x 2,SINGLE BRACKET WITH 4 HOLES L=550MM,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2980,,EACH,,,Y,False,,True,,,False,,,
848,3,BOM_RPR595120742/000 x 3,DOUBLE BRACKET WITH 4 HOLES L=200(250),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,2990,,EACH,,,Y,False,,True,,,False,,,
849,3,BOM_RPR595120743/000 x 7,DOUBLE BRACKET WITH 4 HOLES L=300(350),7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3000,,EACH,,,Y,False,,True,,,False,,,
850,3,BOM_RPR595120744/000 x 2,DOUBLE BRACKET WITH 4 HOLES L=350(400),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3010,,EACH,,,Y,False,,True,,,False,,,
851,3,BOM_RPR595120745/000 x 15,DOUBLE BRACKET WITH 4 HOLES L=400(450),15,BOM,15,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3020,,EACH,,,Y,False,,True,,,False,,,
852,3,BOM_RPR595120747/000 x 12,DOUBLE BRACKET WITH 4 HOLES L=500(550),12,BOM,12,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3030,,EACH,,,Y,False,,True,,,False,,,
853,3,BOM_RPR595120748/000 x 12,DOUBLE BRACKET WITH 4 HOLES L=600(650),12,BOM,12,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3040,,EACH,,,Y,False,,True,,,False,,,
854,3,BOM_RPR595120749/000 x 3,DOUBLE BRACKET WITH 4 HOLES L=650(700),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3050,,EACH,,,Y,False,,True,,,False,,,
855,3,BOM_RPR595120750/000 x 2,DOUBLE BRACKET WITH 4 HOLES L=700(750),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3060,,EACH,,,Y,False,,True,,,False,,,
856,3,BOM_RPR595120751/000 x 1,DOUBLE BRACKET WITH 4 HOLES L=800(850),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,3070,,EACH,,,Y,False,,True,,,False,,,
857,1,K063EIH15_0506053/003 x 1,"MODULE CABLE TRAYS, SUPPORTS & ACCESSORIES- BALANCE",1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,680,,EACH,,,Y,False,,True,,,False,,,
858,2,BOM_SKO2160574/001 x 1,"LTS - MODULE CABLE TRAYS, SUPPORTS & ACCESSORIES BALANCE",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIH21_0506053..1.000000,Y,False,,True,,,False,,,
859,3,BOM_RPO574440006/000 x 1,"COVER STRAIGHT ELEMENT W=24, L=120",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
860,3,BOM_RPO574440008/000 x 3,"COVER STRAIGHT ELEMENT W=18, L=120",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
861,3,BOM_RPO574440010/000 x 3,"COVER STRAIGHT ELEMENT W=12, L=120",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
862,3,BOM_RPO574440027/000 x 15,"STRAIGHT ELEMENT H=4"", W=6, L=120",15,BOM,15,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
863,3,BOM_RPO574440138/000 x 1,"COVER FOR 90 HORIZONTAL ELBOW W=12,R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
864,3,BOM_RPO574440173/000 x 1,"90 HORIZONTAL ELBOW H=4,W=30,R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
865,3,BOM_RPO574440183/000 x 3,"90 HORIZONTAL ELBOW H=4,W=6,R=12",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
866,3,BOM_RPO574440481/000 x 2,"30 HORIZONTAL ELBOW H=4, W=12, R=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
867,3,BOM_RPO574440675/000 x 2,"COVER FOR LEFT REDUCER H=4, W2=12, W1=18",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,,Y,False,,True,,,False,,,
868,3,BOM_RPO574440683/000 x 4,"LEFT REDUCER H=4, W2=6, W1=12",4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,,Y,False,,True,,,False,,,
869,3,BOM_RPO574440640/000 x 1,"COVER FOR LEFT REDUCER W2=6, W1=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,,Y,False,,True,,,False,,,
870,3,BOM_RPO574440659/000 x 1,"LEFT REDUCER H=4, W2=18, W1=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
871,3,BOM_RPO574440759/000 x 1,"RIGHT REDUCER H=4, W2=18, W1=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,130,,EACH,,,Y,False,,True,,,False,,,
872,3,BOM_RPO574440775/000 x 1,"RIGHT REDUCER H=4, W2=12, W1=18",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,,Y,False,,True,,,False,,,
873,3,BOM_RPO574440849/000 x 1,"EQUAL TEE H=4, W=12, R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,150,,EACH,,,Y,False,,True,,,False,,,
874,3,BOM_RPO574440851/000 x 1,"EQUAL TEE H=4, W=9, R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,160,,EACH,,,Y,False,,True,,,False,,,
875,3,BOM_RPO574441125/000 x 1,"REDUCING TEE H=4, R=12, W2=9, W1=6",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,170,,EACH,,,Y,False,,True,,,False,,,
876,3,BOM_RPO574441420/000 x 1,"COVER FOR INSIDE 90 ELBOW R=12, W=18",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,180,,EACH,,,Y,False,,True,,,False,,,
877,3,BOM_RPO574441651/000 x 1,"INSIDE 45 ELBOW H=4, R=12, W=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,190,,EACH,,,Y,False,,True,,,False,,,
878,3,BOM_RPO574441655/000 x 2,"INSIDE 45 ELBOW H=4, R=12, W=6",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,200,,EACH,,,Y,False,,True,,,False,,,
879,3,BOM_RPR371180600/000 x 15,WELDED SUPPORTS,15,BOM,15,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,210,,EACH,,,Y,False,,True,,,False,,,
880,3,BOM_RPO574440383/000 x 16,"45 HORIZONTAL ELBOW H=4, W=6, R=12",16,BOM,16,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,220,,EACH,,,Y,False,,True,,,False,,,
881,3,BOM_RPO574442055/000 x 3,"OUTSIDE 45 ELBOW H=4, R=12, W=6",3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,230,,EACH,,,Y,False,,True,,,False,,,
882,3,BOM_RPO574442155/000 x 1,"OUTSIDE 30 ELBOW H=4, R=12, W=6",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,240,,EACH,,,Y,False,,True,,,False,,,
883,3,BOM_RPO574442602/000 x 350,"FITTING SPLICE KIT 4""COMPLETE OF SCREW",350,BOM,350,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,250,,EACH,,,Y,False,,True,,,False,,,
884,3,BOM_RPO574442612/000 x 120,"STRAIGHT SPLICE KIT 4"" COMPLETE OF SCREW",120,BOM,120,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,260,,EACH,,,Y,False,,True,,,False,,,
885,3,BOM_RPO574442711/000 x 300,HOLD DOWN CLAMP WITH SCREW,300,BOM,300,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,270,,EACH,,,Y,False,,True,,,False,,,
886,3,BOM_RPO574442781/000 x 1100,WARNING LABLES,1100,BOM,1100,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,280,,EACH,,,Y,False,,True,,,False,,,
887,3,BOM_RPO574443252/000 x 230,FLANGED OUT COVER CLIP COMPLETE OF SCREW,230,BOM,230,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,290,,EACH,,,Y,False,,True,,,False,,,
888,3,BOM_RPR371200600/000 x 15,SUPPORT WELDED FOR CHANNEL SYSTEM DOUBLE PROFILE,15,BOM,15,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,300,,EACH,,,Y,False,,True,,,False,,,
889,3,BOM_RPR371250600/000 x 30,PERFORED DOUBLE CHANNEL 40X80X3000,30,BOM,30,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,310,,EACH,,,Y,False,,True,,,False,,,
890,3,BOM_RPR371290600/000 x 3,SINGLE BRACKET L=300(350),3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,320,,EACH,,,Y,False,,True,,,False,,,
891,3,BOM_RPR371300600/000 x 20,SINGLE BRACKET L=400(450),20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,330,,EACH,,,Y,False,,True,,,False,,,
892,3,BOM_RPR371350600/000 x 8,DOUBLE BRACKET L=500(550),8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,340,,EACH,,,Y,False,,True,,,False,,,
893,3,BOM_RPR371360600/000 x 25,DOUBLE BRACKET L=600(650),25,BOM,25,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,350,,EACH,,,Y,False,,True,,,False,,,
894,3,BOM_RPR371370600/000 x 7,DOUBLE BRACKET L=700(750),7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,360,,EACH,,,Y,False,,True,,,False,,,
895,3,BOM_RPR371380600/000 x 15,DOUBLE BRACKET L=800(850),15,BOM,15,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,370,,EACH,,,Y,False,,True,,,False,,,
896,3,BOM_RPR371400600/000 x 40,PLATE ORTH. TRASV.CONNECT. 3 HOLES,40,BOM,40,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,380,,EACH,,,Y,False,,True,,,False,,,
897,3,BOM_RPR595120665/000 x 2,DIAM 480 SINGLE BRACKET L=450,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,390,,EACH,,,Y,False,,True,,,False,,,
898,3,BOM_RPR595120672/000 x 4,DIAM 500 SINGLE BRACKET L=450 (VERTICAL ROUTING),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,400,,EACH,,,Y,False,,True,,,False,,,
899,3,BOM_RPO574442722/000 x 10,INSULATION PAD (ONE M2),10,BOM,10,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,410,,EACH,,,Y,False,,True,,,False,,,
900,3,BOM_RPR595100362/000 x 300,HILTI STUD X-BT-MR M10/15 SN 8,300,BOM,300,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,420,,EACH,,,Y,False,,True,,,False,,,
901,3,BOM_RPR595100366/000 x 300,CARTRIDGE 6.8/11 M BROWN HIGH PRECISION (412689),300,BOM,300,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,430,,EACH,,,Y,False,,True,,,False,,,
902,3,BOM_RPR595120648/000 x 1,UR1 SINGLE BRACKET L=175(225),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,440,,EACH,,,Y,False,,True,,,False,,,
903,3,BOM_RPR595120649/000 x 20,UR1 SINGLE BRACKET L=225(275),20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,450,,EACH,,,Y,False,,True,,,False,,,
904,3,BOM_RPR595120656/000 x 13,60 UR1 DOUBLE BRACKET L=450(500),13,BOM,13,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,460,,EACH,,,Y,False,,True,,,False,,,
905,3,BOM_RPR595120661/000 x 8,DIAM 500 SINGLE BRACKET L=450,8,BOM,8,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,470,,EACH,,,Y,False,,True,,,False,,,
906,3,BOM_RPR595120678/000 x 1,DIAM 480 DOUBLE BRACKET L=450,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,480,,EACH,,,Y,False,,True,,,False,,,
907,3,BOM_RPR595120679/000 x 3,DIAM 480 DOUBLE BRACKET L=650,3,BOM,3,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,490,,EACH,,,Y,False,,True,,,False,,,
908,3,BOM_RTR332050600/000 x 200,KIT M8X30 EXAGONAL SCREW WITH PLANE WASHER AND NUT FOR CHANNEL WITH SPRING,200,BOM,200,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,500,,EACH,,,Y,False,,True,,,False,,,
909,3,BOM_RPR595120657/000 x 7,60 UR1 DOUBLE BRACKET L=550(600),7,BOM,7,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,510,,EACH,,,Y,False,,True,,,False,,,
910,3,BOM_RPR595120717/001 x 2,PLATE L63-UR1 REINFORCED HEAD CONNECTION,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,520,,EACH,,,Y,False,,True,,,False,,,
911,3,BOM_RPR595120728/000 x 11,DOUBLE BRACKET L=350(400),11,BOM,11,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,530,,EACH,,,Y,False,,True,,,False,,,
912,3,BOM_RPR595120731/000 x 1,DIAM 500 SINGLE BRACKET L=300 (VERTICAL ROUTING),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,540,,EACH,,,Y,False,,True,,,False,,,
913,3,BOM_RPR595120733/000 x 2,DIAM 500 SINGLE BRACKET L=500 (VERTICAL ROUTING),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,550,,EACH,,,Y,False,,True,,,False,,,
914,3,BOM_RPR595120734/000 x 4,DIAM 500 DOUBLE BRACKET L=700,4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,560,,EACH,,,Y,False,,True,,,False,,,
915,3,BOM_RPR595120748/000 x 4,DOUBLE BRACKET WITH 4 HOLES L=600(650),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,570,,EACH,,,Y,False,,True,,,False,,,
916,3,BOM_RPR595120749/000 x 1,DOUBLE BRACKET WITH 4 HOLES L=650(700),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,580,,EACH,,,Y,False,,True,,,False,,,
917,3,BOM_RPR595120750/000 x 4,DOUBLE BRACKET WITH 4 HOLES L=700(750),4,BOM,4,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,590,,EACH,,,Y,False,,True,,,False,,,
918,3,BOM_RPR595120751/000 x 1,DOUBLE BRACKET WITH 4 HOLES L=800(850),1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,600,,EACH,,,Y,False,,True,,,False,,,
919,3,BOM_RPR595120676/000 x 2,DIAM 480 SINGLE BRACKET L=500 (VERTICAL ROUTING),2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,610,,EACH,,,Y,False,,True,,,False,,,
920,3,BOM_RPR595120716/001 x 6,SUPPORT 25-UR1-40X80 ORIENTATION 90 WITH 6 HOLES WELDED FOR CHANNEL SYSTEM DUOBLE PROFILE 40X80,6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,620,,EACH,,,Y,False,,True,,,False,,,
921,3,BOM_RPO574440136/000 x 1,"COVER FOR 90 HORIZONTAL ELBOW W=18,R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,630,,EACH,,,Y,False,,True,,,False,,,
922,3,BOM_RPO574440342/000 x 6,"COVER FOR 45 HORIZONTAL ELBOW W=6, R=12",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,640,,EACH,,,Y,False,,True,,,False,,,
923,3,BOM_RPO574440379/000 x 2,"45 HORIZONTAL ELBOW H=4, W=12, R=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,650,,EACH,,,Y,False,,True,,,False,,,
924,3,BOM_RPO574440479/000 x 2,"30 HORIZONTAL ELBOW H=4, W=18, R=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,660,,EACH,,,Y,False,,True,,,False,,,
925,3,BOM_RPO574440534/000 x 1,"COVER FOR STRAIGHT REDUCER H=4, W2=9, W1=18",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,670,,EACH,,,Y,False,,True,,,False,,,
926,3,BOM_RPO574440573/000 x 1,"STRAIGHT REDUCER H=4, W2=9, W1=18",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,680,,EACH,,,Y,False,,True,,,False,,,
927,3,BOM_RPO574440783/000 x 6,"RIGHT REDUCER H=4, W2=6, W1=12",6,BOM,6,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,690,,EACH,,,Y,False,,True,,,False,,,
928,3,BOM_RPO574440826/000 x 1,"COVER FOR EQUAL TEE, W=9, R=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,700,,EACH,,,Y,False,,True,,,False,,,
929,3,BOM_RPO574441076/000 x 1,"VENTILATED COVER FOR REDUCING TEE H=4, W1=18, W2=9",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,710,,EACH,,,Y,False,,True,,,False,,,
